INSERT INTO peneliti (p_id, pu_id, p_nama, p_instansi, p_email, p_nik) VALUES (1, NULL, 'Anggabaya Herlambang', 'UNIVERSITAS SULAWESI TENGAH', 'Angeline95@gmail.co.id', '1267640312452474')
INSERT INTO peneliti (p_id, pu_id, p_nama, p_instansi, p_email, p_nik) VALUES (252, NULL, 'Ganesha Hastuti', 'UNIVERSITAS PAPUA', 'Kaia.Ardana@yahoo.com', '1445499039227936')
INSERT INTO peneliti (p_id, pu_id, p_nama, p_instansi, p_email, p_nik) VALUES (253, NULL, 'Nada Hastuti', 'UNIVERSITAS SULAWESI SELATAN', 'Justus80@yahoo.com', '6632541285151001')
INSERT INTO peneliti (p_id, pu_id, p_nama, p_instansi, p_email, p_nik) VALUES (254, NULL, 'Cecep Pranowo S.Kom', 'UNIVERSITAS JAWA TENGAH', 'Keenan92@yahoo.com', '1685769217651557')
INSERT INTO peneliti (p_id, pu_id, p_nama, p_instansi, p_email, p_nik) VALUES (255, 51, 'Lintang Leilani', 'UNIVERSITAS NUSA TENGGARA TIMUR', 'Reta_Juwita52@gmail.com', '0669442171683808')
INSERT INTO peneliti (p_id, pu_id, p_nama, p_instansi, p_email, p_nik) VALUES (256, NULL, 'Galak Dirgantara', 'UNIVERSITAS DKI JAKARTA', 'Wiley.Saptono30@gmail.co.id', '3558377259058969')
INSERT INTO peneliti (p_id, pu_id, p_nama, p_instansi, p_email, p_nik) VALUES (257, NULL, 'Halim Natsir', 'UNIVERSITAS SUMATERA BARAT', 'Hilton.Oktaviani15@gmail.com', '3942013279732362')
INSERT INTO peneliti (p_id, pu_id, p_nama, p_instansi, p_email, p_nik) VALUES (258, NULL, 'Dipa Sihombing', 'UNIVERSITAS SUMATERA UTARA', 'Davion48@yahoo.com', '8751958756121971')
INSERT INTO peneliti (p_id, pu_id, p_nama, p_instansi, p_email, p_nik) VALUES (259, NULL, 'Kala Supriyanto', 'UNIVERSITAS DKI JAKARTA', 'Faustino_Saptono77@yahoo.com', '7052539765349358')
INSERT INTO peneliti (p_id, pu_id, p_nama, p_instansi, p_email, p_nik) VALUES (260, 52, 'Ikhsan Megantara S.T.', 'UNIVERSITAS JAWA TENGAH', 'Ara_Faresta33@gmail.com', '7370344226947585')
INSERT INTO peneliti (p_id, pu_id, p_nama, p_instansi, p_email, p_nik) VALUES (261, NULL, 'Harto Lazuardi S.Farm', 'UNIVERSITAS BANGKA BELITUNG', 'Russell_Mandala23@yahoo.com', '3666325156734569')
INSERT INTO peneliti (p_id, pu_id, p_nama, p_instansi, p_email, p_nik) VALUES (262, NULL, 'Mila Andriani', 'UNIVERSITAS NUSA TENGGARA BARAT', 'Jan_Agustina26@gmail.com', '7716970680581917')
INSERT INTO peneliti (p_id, pu_id, p_nama, p_instansi, p_email, p_nik) VALUES (263, NULL, 'Prita Hasanah', 'UNIVERSITAS SULAWESI TENGGARA', 'Leif24@yahoo.com', '8364043769045337')
INSERT INTO peneliti (p_id, pu_id, p_nama, p_instansi, p_email, p_nik) VALUES (264, NULL, 'Betania Ananda', 'UNIVERSITAS KALIMANTAN SELATAN', 'Tatyana.Agustina@yahoo.co.id', '0973573951106164')
INSERT INTO peneliti (p_id, pu_id, p_nama, p_instansi, p_email, p_nik) VALUES (265, 53, 'Harjasa Ardana', 'UNIVERSITAS JAWA TENGAH', 'Jessyca.Handoko@gmail.com', '6903800720684425')
INSERT INTO peneliti (p_id, pu_id, p_nama, p_instansi, p_email, p_nik) VALUES (266, NULL, 'Alika Saputri', 'UNIVERSITAS PAPUA', 'Connie_Rahayu@yahoo.com', '3300373019643641')
INSERT INTO peneliti (p_id, pu_id, p_nama, p_instansi, p_email, p_nik) VALUES (267, NULL, 'Siska Yuliarti M.Ak', 'UNIVERSITAS SULAWESI UTARA', 'Xavier50@gmail.co.id', '5134029055054437')
INSERT INTO peneliti (p_id, pu_id, p_nama, p_instansi, p_email, p_nik) VALUES (269, NULL, 'Naura Zahrah', 'UNIVERSITAS RIAU', 'Davonte.Pangestu20@gmail.co.id', '5720432258978755')
INSERT INTO peneliti (p_id, pu_id, p_nama, p_instansi, p_email, p_nik) VALUES (268, NULL, 'Manah Uwais', 'UNIVERSITAS BANTEN', 'Kendrick.Nasyidah@gmail.com', '5179148903081137')
INSERT INTO peneliti (p_id, pu_id, p_nama, p_instansi, p_email, p_nik) VALUES (270, 54, 'Martani Thamrin', 'UNIVERSITAS KALIMANTAN SELATAN', 'Rita90@yahoo.com', '7124205836119233')
INSERT INTO peneliti (p_id, pu_id, p_nama, p_instansi, p_email, p_nik) VALUES (271, NULL, 'Halim Iswahyudi', 'UNIVERSITAS NUSA TENGGARA TIMUR', 'Emile.Saptono98@yahoo.com', '1895629299237466')
INSERT INTO peneliti (p_id, pu_id, p_nama, p_instansi, p_email, p_nik) VALUES (272, NULL, 'Nabila Farida M.Farm', 'UNIVERSITAS DKI JAKARTA', 'Euna60@gmail.co.id', '4502248866889970')
INSERT INTO peneliti (p_id, pu_id, p_nama, p_instansi, p_email, p_nik) VALUES (273, NULL, 'Farhunnisa Purnawati', 'UNIVERSITAS SULAWESI TENGAH', 'Ottilie.Sitorus@gmail.co.id', '2936390537034454')
INSERT INTO peneliti (p_id, pu_id, p_nama, p_instansi, p_email, p_nik) VALUES (274, NULL, 'Puji Mayasari', 'UNIVERSITAS SUMATERA SELATAN', 'Mauricio81@yahoo.co.id', '9388355061576296')
INSERT INTO peneliti (p_id, pu_id, p_nama, p_instansi, p_email, p_nik) VALUES (275, 55, 'Retno Laksmiwati', 'UNIVERSITAS JAMBI', 'Bryana_Marbun@yahoo.com', '1256643141447866')
INSERT INTO peneliti (p_id, pu_id, p_nama, p_instansi, p_email, p_nik) VALUES (276, NULL, 'Lanjar Samosir', 'UNIVERSITAS JAWA TIMUR', 'Carlo.Mulyani9@gmail.com', '3451683341882499')
INSERT INTO peneliti (p_id, pu_id, p_nama, p_instansi, p_email, p_nik) VALUES (277, NULL, 'Restu Rachmawati', 'UNIVERSITAS SULAWESI SELATAN', 'Valentine_Putra@yahoo.co.id', '8434597571751106')
INSERT INTO peneliti (p_id, pu_id, p_nama, p_instansi, p_email, p_nik) VALUES (278, NULL, 'Warji Darmawan', 'UNIVERSITAS JAMBI', 'Adrian_Aryani63@yahoo.com', '2941155137858784')
INSERT INTO peneliti (p_id, pu_id, p_nama, p_instansi, p_email, p_nik) VALUES (279, NULL, 'Paiman Natsir', 'UNIVERSITAS BANGKA BELITUNG', 'Elroy_Simbolon@yahoo.co.id', '8591793514968048')
INSERT INTO peneliti (p_id, pu_id, p_nama, p_instansi, p_email, p_nik) VALUES (280, 56, 'Garan Firmansyah', 'UNIVERSITAS BANGKA BELITUNG', 'Krystel.Hastuti@gmail.com', '8171255466812054')
INSERT INTO peneliti (p_id, pu_id, p_nama, p_instansi, p_email, p_nik) VALUES (281, NULL, 'Ifa Suryatmi', 'UNIVERSITAS SULAWESI TENGGARA', 'Colby14@gmail.co.id', '1651915027152484')
INSERT INTO peneliti (p_id, pu_id, p_nama, p_instansi, p_email, p_nik) VALUES (282, NULL, 'Cawuk Sabian S.E.', 'UNIVERSITAS NUSA TENGGARA BARAT', 'Jovanny65@gmail.com', '5537543583766439')
INSERT INTO peneliti (p_id, pu_id, p_nama, p_instansi, p_email, p_nik) VALUES (283, NULL, 'Cayadi Hakim', 'UNIVERSITAS PAPUA', 'Mittie.Aurelia79@yahoo.com', '5334569386195068')
INSERT INTO peneliti (p_id, pu_id, p_nama, p_instansi, p_email, p_nik) VALUES (284, NULL, 'Vanya Mandasari S.I.Kom', 'UNIVERSITAS SUMATERA SELATAN', 'Tristian_Suartini12@gmail.co.id', '7749791210484905')
INSERT INTO peneliti (p_id, pu_id, p_nama, p_instansi, p_email, p_nik) VALUES (285, 57, 'Maida Yuliarti', 'UNIVERSITAS ACEH', 'Lolita10@yahoo.co.id', '0619796338697580')
INSERT INTO peneliti (p_id, pu_id, p_nama, p_instansi, p_email, p_nik) VALUES (286, NULL, 'Lasmono Jailani', 'UNIVERSITAS JAMBI', 'May_Fernanda40@yahoo.co.id', '1596799684334720')
INSERT INTO peneliti (p_id, pu_id, p_nama, p_instansi, p_email, p_nik) VALUES (287, NULL, 'Dasa Prasetyo', 'UNIVERSITAS PAPUA', 'Rosario74@yahoo.co.id', '6557238631092332')
INSERT INTO peneliti (p_id, pu_id, p_nama, p_instansi, p_email, p_nik) VALUES (288, NULL, 'Febriana Nathania', 'UNIVERSITAS GORONTALO', 'Megane17@gmail.co.id', '0899013188713185')
INSERT INTO peneliti (p_id, pu_id, p_nama, p_instansi, p_email, p_nik) VALUES (289, NULL, 'Bagas Siregar', 'UNIVERSITAS SULAWESI TENGGARA', 'Lucinda46@gmail.com', '2791646372130519')
INSERT INTO peneliti (p_id, pu_id, p_nama, p_instansi, p_email, p_nik) VALUES (291, NULL, 'Emas Thamrin M.TI.', 'UNIVERSITAS JAWA BARAT', 'Clyde1@gmail.com', '2483714866365706')
INSERT INTO peneliti (p_id, pu_id, p_nama, p_instansi, p_email, p_nik) VALUES (290, 58, 'Marwata Simbolon', 'UNIVERSITAS SUMATERA UTARA', 'Forest.Satria55@gmail.com', '0491692014749487')
INSERT INTO peneliti (p_id, pu_id, p_nama, p_instansi, p_email, p_nik) VALUES (292, NULL, 'Dodo Purnawarman', 'UNIVERSITAS BALI', 'Renee_Manullang87@yahoo.co.id', '5328983789587386')
INSERT INTO peneliti (p_id, pu_id, p_nama, p_instansi, p_email, p_nik) VALUES (293, NULL, 'Cemplunk Budiman', 'UNIVERSITAS KALIMANTAN TENGAH', 'Henderson8@gmail.co.id', '0782972545870813')
INSERT INTO peneliti (p_id, pu_id, p_nama, p_instansi, p_email, p_nik) VALUES (294, NULL, 'Janet Wijayanti S.IP', 'UNIVERSITAS SULAWESI UTARA', 'Lillian.Kurniawan67@gmail.com', '9058707578922784')
INSERT INTO peneliti (p_id, pu_id, p_nama, p_instansi, p_email, p_nik) VALUES (295, 59, 'Bella Purnama S.H.', 'UNIVERSITAS KALIMANTAN TIMUR', 'Fay.Salsabilla84@gmail.co.id', '0349234081036016')
INSERT INTO peneliti (p_id, pu_id, p_nama, p_instansi, p_email, p_nik) VALUES (296, NULL, 'Hesti Maharani', 'UNIVERSITAS LAMPUNG', 'Melany_Rendra47@gmail.com', '6434751097333974')
INSERT INTO peneliti (p_id, pu_id, p_nama, p_instansi, p_email, p_nik) VALUES (297, NULL, 'Najwa Harini', 'UNIVERSITAS KALIMANTAN TENGAH', 'Cruz_Mulyani@yahoo.com', '2951553175912888')
INSERT INTO peneliti (p_id, pu_id, p_nama, p_instansi, p_email, p_nik) VALUES (298, NULL, 'Saiful Supriyanto S.Psi', 'UNIVERSITAS SUMATERA BARAT', 'Sherwood_Rahmawati@gmail.co.id', '9445310680727750')
INSERT INTO peneliti (p_id, pu_id, p_nama, p_instansi, p_email, p_nik) VALUES (299, NULL, 'Nasab Jailani', 'UNIVERSITAS KALIMANTAN TENGAH', 'Monique8@yahoo.com', '9068684194823724')
INSERT INTO peneliti (p_id, pu_id, p_nama, p_instansi, p_email, p_nik) VALUES (300, 60, 'Caket Napitupulu', 'UNIVERSITAS KALIMANTAN TENGAH', 'Darrion.Kahyang@yahoo.co.id', '0015032637016209')
INSERT INTO peneliti (p_id, pu_id, p_nama, p_instansi, p_email, p_nik) VALUES (301, NULL, 'Paiman Purnawarman', 'UNIVERSITAS KALIMANTAN SELATAN', 'Marguerite.Tamba@gmail.com', '3398569757676640')
INSERT INTO peneliti (p_id, pu_id, p_nama, p_instansi, p_email, p_nik) VALUES (302, NULL, 'Ratih Pudjiastuti', 'UNIVERSITAS MALUKU', 'Cale_Lailasari@yahoo.com', '5817290681319205')
INSERT INTO peneliti (p_id, pu_id, p_nama, p_instansi, p_email, p_nik) VALUES (303, NULL, 'Olivia Utami', 'UNIVERSITAS KALIMANTAN UTARA', 'Stanley37@yahoo.co.id', '6405473530835492')
INSERT INTO peneliti (p_id, pu_id, p_nama, p_instansi, p_email, p_nik) VALUES (304, NULL, 'Murti Prakasa', 'UNIVERSITAS BALI', 'Mina.Mahestri@gmail.co.id', '8638970674835723')
INSERT INTO peneliti (p_id, pu_id, p_nama, p_instansi, p_email, p_nik) VALUES (305, 61, 'Gantar Aswandi', 'UNIVERSITAS SUMATERA BARAT', 'Rogers.Maheswari80@yahoo.com', '8498712596022575')
INSERT INTO peneliti (p_id, pu_id, p_nama, p_instansi, p_email, p_nik) VALUES (306, NULL, 'Paramita Palastri', 'UNIVERSITAS PAPUA BARAT', 'Elvie_Manullang@yahoo.com', '1781620768618708')
INSERT INTO peneliti (p_id, pu_id, p_nama, p_instansi, p_email, p_nik) VALUES (307, NULL, 'Liman Nugraha S.Pt', 'UNIVERSITAS SUMATERA BARAT', 'Braxton91@gmail.com', '2125328512223942')
INSERT INTO peneliti (p_id, pu_id, p_nama, p_instansi, p_email, p_nik) VALUES (308, NULL, 'Manah Adhitama', 'UNIVERSITAS KEPULAUAN RIAU', 'Damien31@yahoo.com', '7725592186227949')
INSERT INTO peneliti (p_id, pu_id, p_nama, p_instansi, p_email, p_nik) VALUES (309, NULL, 'Nyoman Agustian M.Ak', 'UNIVERSITAS JAMBI', 'Crystel.Purwadi35@yahoo.com', '8404443139403648')
INSERT INTO peneliti (p_id, pu_id, p_nama, p_instansi, p_email, p_nik) VALUES (310, 62, 'Unggul Wasita', 'UNIVERSITAS JAWA TENGAH', 'Ernesto_Situmorang@gmail.com', '1456643715299907')
INSERT INTO peneliti (p_id, pu_id, p_nama, p_instansi, p_email, p_nik) VALUES (311, NULL, 'Eka Rachmawati S.I.Kom', 'UNIVERSITAS KALIMANTAN TIMUR', 'Tyrell42@yahoo.co.id', '5055002977783770')
INSERT INTO peneliti (p_id, pu_id, p_nama, p_instansi, p_email, p_nik) VALUES (312, NULL, 'Gangsa Sabian', 'UNIVERSITAS KALIMANTAN TENGAH', 'Kyla20@yahoo.co.id', '0234520657360005')
INSERT INTO peneliti (p_id, pu_id, p_nama, p_instansi, p_email, p_nik) VALUES (313, NULL, 'Kamaria Saraswati', 'UNIVERSITAS SULAWESI TENGGARA', 'Susan36@yahoo.com', '4576867733497609')
INSERT INTO peneliti (p_id, pu_id, p_nama, p_instansi, p_email, p_nik) VALUES (314, NULL, 'Citra Winarsih', 'UNIVERSITAS DKI JAKARTA', 'Amir_Mardhiyah80@yahoo.com', '8062577429515750')
INSERT INTO peneliti (p_id, pu_id, p_nama, p_instansi, p_email, p_nik) VALUES (315, 63, 'Ade Salsabilla', 'UNIVERSITAS SULAWESI BARAT', 'Cathrine18@yahoo.co.id', '6562451058055734')
INSERT INTO peneliti (p_id, pu_id, p_nama, p_instansi, p_email, p_nik) VALUES (316, NULL, 'Mulyanto Nashiruddin', 'UNIVERSITAS BENGKULU', 'Vida_Tampubolon@yahoo.co.id', '9080528275917591')
INSERT INTO peneliti (p_id, pu_id, p_nama, p_instansi, p_email, p_nik) VALUES (317, NULL, 'Elisa Melani', 'UNIVERSITAS KALIMANTAN BARAT', 'Harmony.Yolanda@yahoo.com', '8818272986837314')
INSERT INTO peneliti (p_id, pu_id, p_nama, p_instansi, p_email, p_nik) VALUES (318, NULL, 'Jabal Simbolon S.I.Kom', 'UNIVERSITAS SUMATERA BARAT', 'Abbigail40@gmail.co.id', '4741558189567693')
INSERT INTO peneliti (p_id, pu_id, p_nama, p_instansi, p_email, p_nik) VALUES (319, NULL, 'Maida Maharani', 'UNIVERSITAS PAPUA BARAT', 'Ken.Palastri5@yahoo.com', '3102765647575880')
INSERT INTO peneliti (p_id, pu_id, p_nama, p_instansi, p_email, p_nik) VALUES (320, 64, 'Rahmawati Elvina', 'UNIVERSITAS BANGKA BELITUNG', 'Haylie52@gmail.co.id', '4831014378575051')
INSERT INTO peneliti (p_id, pu_id, p_nama, p_instansi, p_email, p_nik) VALUES (321, NULL, 'Rika Mulyani', 'UNIVERSITAS BALI', 'Ewald_Fathina18@yahoo.com', '4350018702614936')
INSERT INTO peneliti (p_id, pu_id, p_nama, p_instansi, p_email, p_nik) VALUES (322, NULL, 'Naura Zahrah', 'UNIVERSITAS KALIMANTAN BARAT', 'Lila.Suryatmi4@yahoo.com', '6518927842920415')
INSERT INTO peneliti (p_id, pu_id, p_nama, p_instansi, p_email, p_nik) VALUES (323, NULL, 'Cici Anggraini S.Pd', 'UNIVERSITAS NUSA TENGGARA TIMUR', 'Lesley.Wacana16@gmail.com', '1457838438807199')
INSERT INTO peneliti (p_id, pu_id, p_nama, p_instansi, p_email, p_nik) VALUES (324, NULL, 'Dian Wahyuni M.Ak', 'UNIVERSITAS PAPUA', 'Lilla_Hartati@gmail.co.id', '2448359690751071')
INSERT INTO peneliti (p_id, pu_id, p_nama, p_instansi, p_email, p_nik) VALUES (325, 65, 'Zalindra Novitasari', 'UNIVERSITAS KALIMANTAN SELATAN', 'Zackery.Laksmiwati@yahoo.com', '0998350710138220')
INSERT INTO peneliti (p_id, pu_id, p_nama, p_instansi, p_email, p_nik) VALUES (326, NULL, 'Purwa Abiputra S.T.', 'UNIVERSITAS SUMATERA SELATAN', 'Susana_Uwais78@gmail.com', '1118396391315179')
INSERT INTO peneliti (p_id, pu_id, p_nama, p_instansi, p_email, p_nik) VALUES (327, NULL, 'Tami Pertiwi', 'UNIVERSITAS ACEH', 'June32@gmail.com', '7370348581268042')
INSERT INTO peneliti (p_id, pu_id, p_nama, p_instansi, p_email, p_nik) VALUES (328, NULL, 'Tsabita Fujiati', 'UNIVERSITAS DKI JAKARTA', 'Sedrick_Sudrajat98@gmail.com', '4710930399854181')
INSERT INTO peneliti (p_id, pu_id, p_nama, p_instansi, p_email, p_nik) VALUES (329, NULL, 'Ilyas Waskita', 'UNIVERSITAS BENGKULU', 'Leonard_Budiman24@gmail.co.id', '4152556458148552')
INSERT INTO peneliti (p_id, pu_id, p_nama, p_instansi, p_email, p_nik) VALUES (330, 66, 'Yahya Siregar', 'UNIVERSITAS SULAWESI UTARA', 'Naomie_Saragih@yahoo.co.id', '0124005176953130')
INSERT INTO peneliti (p_id, pu_id, p_nama, p_instansi, p_email, p_nik) VALUES (331, NULL, 'Rachel Sudiati', 'UNIVERSITAS ACEH', 'Joe_Purwadi21@gmail.co.id', '5854558400019405')
INSERT INTO peneliti (p_id, pu_id, p_nama, p_instansi, p_email, p_nik) VALUES (332, NULL, 'Dartono Saptono S.E.I', 'UNIVERSITAS SULAWESI UTARA', 'Gaston.Ningrum@yahoo.co.id', '0701864959983648')
INSERT INTO peneliti (p_id, pu_id, p_nama, p_instansi, p_email, p_nik) VALUES (333, NULL, 'Rahmat Darojat', 'UNIVERSITAS SUMATERA BARAT', 'Garland73@yahoo.com', '1473194712442053')
INSERT INTO peneliti (p_id, pu_id, p_nama, p_instansi, p_email, p_nik) VALUES (334, NULL, 'Kajen Rajata', 'UNIVERSITAS KALIMANTAN TIMUR', 'Ashtyn50@yahoo.com', '0197419991346501')
INSERT INTO peneliti (p_id, pu_id, p_nama, p_instansi, p_email, p_nik) VALUES (335, 67, 'Martaka Prakasa', 'UNIVERSITAS LAMPUNG', 'Rodolfo_Anandya@yahoo.com', '8552659888691636')
INSERT INTO peneliti (p_id, pu_id, p_nama, p_instansi, p_email, p_nik) VALUES (336, NULL, 'Irawati Mustika M.Kom.', 'UNIVERSITAS SULAWESI TENGAH', 'Vidal91@yahoo.com', '0070876547556965')
INSERT INTO peneliti (p_id, pu_id, p_nama, p_instansi, p_email, p_nik) VALUES (337, NULL, 'Bahuwirya Purnama', 'UNIVERSITAS ACEH', 'Marge98@yahoo.com', '0416800112156285')
INSERT INTO peneliti (p_id, pu_id, p_nama, p_instansi, p_email, p_nik) VALUES (338, NULL, 'Galur Prakasa', 'UNIVERSITAS SUMATERA UTARA', 'Cielo20@yahoo.co.id', '5971020829189974')
INSERT INTO peneliti (p_id, pu_id, p_nama, p_instansi, p_email, p_nik) VALUES (339, NULL, 'Restu Namaga', 'UNIVERSITAS SUMATERA BARAT', 'Rico.Airlangga29@gmail.com', '4458569458994254')
INSERT INTO peneliti (p_id, pu_id, p_nama, p_instansi, p_email, p_nik) VALUES (340, 68, 'Hasna Jelita M.Farm', 'UNIVERSITAS BANGKA BELITUNG', 'Abdullah_Agustian96@yahoo.com', '3656913153893937')
INSERT INTO peneliti (p_id, pu_id, p_nama, p_instansi, p_email, p_nik) VALUES (341, NULL, 'Tomi Saputra S.IP', 'UNIVERSITAS NUSA TENGGARA BARAT', 'Sally.Gunarto64@gmail.co.id', '3217643933932449')
INSERT INTO peneliti (p_id, pu_id, p_nama, p_instansi, p_email, p_nik) VALUES (342, NULL, 'Tiara Padmasari', 'UNIVERSITAS SULAWESI TENGAH', 'Christy.Saputra48@yahoo.co.id', '6579288770068840')
INSERT INTO peneliti (p_id, pu_id, p_nama, p_instansi, p_email, p_nik) VALUES (343, NULL, 'Anastasia Leilani S.H.', 'UNIVERSITAS SULAWESI TENGGARA', 'Odell93@gmail.co.id', '5241779598470384')
INSERT INTO peneliti (p_id, pu_id, p_nama, p_instansi, p_email, p_nik) VALUES (344, NULL, 'Rachel Salma', 'UNIVERSITAS BANTEN', 'Elna.Gunarto95@yahoo.com', '5564599282861625')
INSERT INTO peneliti (p_id, pu_id, p_nama, p_instansi, p_email, p_nik) VALUES (345, 69, 'Hendra Perdana', 'UNIVERSITAS ACEH', 'Yasmin71@yahoo.co.id', '9374759384602576')
INSERT INTO peneliti (p_id, pu_id, p_nama, p_instansi, p_email, p_nik) VALUES (346, NULL, 'Zizi Elvina', 'UNIVERSITAS SULAWESI TENGAH', 'Frank.Purnama@yahoo.co.id', '9284261608847006')
INSERT INTO peneliti (p_id, pu_id, p_nama, p_instansi, p_email, p_nik) VALUES (347, NULL, 'Retno Winarsih S.T.', 'UNIVERSITAS JAWA TENGAH', 'Antwon_Nashiruddin90@yahoo.com', '0686878249722954')
INSERT INTO peneliti (p_id, pu_id, p_nama, p_instansi, p_email, p_nik) VALUES (348, NULL, 'Zizi Salma', 'UNIVERSITAS JAWA TENGAH', 'German.Prayoga16@gmail.co.id', '8627349980541306')
INSERT INTO peneliti (p_id, pu_id, p_nama, p_instansi, p_email, p_nik) VALUES (349, NULL, 'Ditya Nurdiyanti', 'UNIVERSITAS SUMATERA SELATAN', 'Darrion75@gmail.com', '8033854478469478')
INSERT INTO peneliti (p_id, pu_id, p_nama, p_instansi, p_email, p_nik) VALUES (350, 70, 'Fara Yuniar S.I.Kom', 'UNIVERSITAS JAWA BARAT', 'Kendall.Rahimah14@yahoo.co.id', '8298016141653898')
INSERT INTO peneliti (p_id, pu_id, p_nama, p_instansi, p_email, p_nik) VALUES (351, NULL, 'Ina Palastri', 'UNIVERSITAS KALIMANTAN SELATAN', 'Kraig25@yahoo.co.id', '3008128385480332')
INSERT INTO peneliti (p_id, pu_id, p_nama, p_instansi, p_email, p_nik) VALUES (352, NULL, 'Eja Samosir S.I.Kom', 'UNIVERSITAS KALIMANTAN BARAT', 'Margot_Maheswari@gmail.com', '4997353612505341')
INSERT INTO peneliti (p_id, pu_id, p_nama, p_instansi, p_email, p_nik) VALUES (353, NULL, 'Nabila Kuswandari', 'UNIVERSITAS KALIMANTAN TENGAH', 'Erika_Kuswoyo29@yahoo.com', '7640067638510844')
INSERT INTO peneliti (p_id, pu_id, p_nama, p_instansi, p_email, p_nik) VALUES (354, NULL, 'Salimah Farida', 'UNIVERSITAS DI YOGYAKARTA', 'Bradford_Pratama75@yahoo.co.id', '2683460781747489')
INSERT INTO peneliti (p_id, pu_id, p_nama, p_instansi, p_email, p_nik) VALUES (355, 71, 'Sabri Darmawan', 'UNIVERSITAS BANTEN', 'Frederick.Ardiyanti@gmail.co.id', '0812744809757172')
INSERT INTO peneliti (p_id, pu_id, p_nama, p_instansi, p_email, p_nik) VALUES (356, NULL, 'Ian Utama', 'UNIVERSITAS LAMPUNG', 'Maureen_Mardhiyah39@gmail.com', '9598954731744558')
INSERT INTO peneliti (p_id, pu_id, p_nama, p_instansi, p_email, p_nik) VALUES (357, NULL, 'Dipa Abimanyu', 'UNIVERSITAS NUSA TENGGARA TIMUR', 'Murphy.Ardana@yahoo.com', '6736350259363272')
INSERT INTO peneliti (p_id, pu_id, p_nama, p_instansi, p_email, p_nik) VALUES (358, NULL, 'Uchita Aqila', 'UNIVERSITAS BALI', 'Trevor_Susanti43@yahoo.com', '6148228911040375')
INSERT INTO peneliti (p_id, pu_id, p_nama, p_instansi, p_email, p_nik) VALUES (359, NULL, 'Wasis Abimanyu', 'UNIVERSITAS KALIMANTAN BARAT', 'Molly99@gmail.com', '0708741119277390')
INSERT INTO peneliti (p_id, pu_id, p_nama, p_instansi, p_email, p_nik) VALUES (360, 72, 'Sherly Permata S.Farm', 'UNIVERSITAS SULAWESI BARAT', 'Carol_Kuswandari@gmail.co.id', '3955075865665764')
INSERT INTO peneliti (p_id, pu_id, p_nama, p_instansi, p_email, p_nik) VALUES (361, NULL, 'Tira Prastuti S.E.', 'UNIVERSITAS JAMBI', 'Herminio.Lesmana24@gmail.co.id', '1105378097479879')
INSERT INTO peneliti (p_id, pu_id, p_nama, p_instansi, p_email, p_nik) VALUES (362, NULL, 'Harsanto Oktavian', 'UNIVERSITAS NUSA TENGGARA TIMUR', 'Maryjane.Suartini@yahoo.co.id', '9369834817353052')
INSERT INTO peneliti (p_id, pu_id, p_nama, p_instansi, p_email, p_nik) VALUES (363, NULL, 'Tantri Harini', 'UNIVERSITAS DKI JAKARTA', 'Torrance.Suryatmi@gmail.co.id', '0729847825870796')
INSERT INTO peneliti (p_id, pu_id, p_nama, p_instansi, p_email, p_nik) VALUES (364, NULL, 'Ratih Palastri', 'UNIVERSITAS SUMATERA UTARA', 'Frieda.Firgantoro92@gmail.com', '9997033156588131')
INSERT INTO peneliti (p_id, pu_id, p_nama, p_instansi, p_email, p_nik) VALUES (365, 73, 'Kasiran Saefullah', 'UNIVERSITAS DKI JAKARTA', 'Maximo.Salsabilla@gmail.co.id', '7382373704458212')
INSERT INTO peneliti (p_id, pu_id, p_nama, p_instansi, p_email, p_nik) VALUES (366, NULL, 'Rahayu Kusmawati', 'UNIVERSITAS SUMATERA BARAT', 'Candido78@gmail.co.id', '3136843203846898')
INSERT INTO peneliti (p_id, pu_id, p_nama, p_instansi, p_email, p_nik) VALUES (367, NULL, 'Raden Purwadi', 'UNIVERSITAS GORONTALO', 'Ashley.Yuliarti23@yahoo.co.id', '7067138294070762')
INSERT INTO peneliti (p_id, pu_id, p_nama, p_instansi, p_email, p_nik) VALUES (368, NULL, 'Lidya Kahyang', 'UNIVERSITAS BALI', 'Simeon_Setiawan@yahoo.com', '1709913945116499')
INSERT INTO peneliti (p_id, pu_id, p_nama, p_instansi, p_email, p_nik) VALUES (369, NULL, 'Gasti Hasanah', 'UNIVERSITAS LAMPUNG', 'Okey5@yahoo.co.id', '6617801297084929')
INSERT INTO peneliti (p_id, pu_id, p_nama, p_instansi, p_email, p_nik) VALUES (370, 74, 'Puti Lestari', 'UNIVERSITAS BANGKA BELITUNG', 'Eda40@gmail.co.id', '5270326168201192')
INSERT INTO peneliti (p_id, pu_id, p_nama, p_instansi, p_email, p_nik) VALUES (371, NULL, 'Opan Simbolon', 'UNIVERSITAS SUMATERA SELATAN', 'Kiel85@gmail.co.id', '5983628537181359')
INSERT INTO peneliti (p_id, pu_id, p_nama, p_instansi, p_email, p_nik) VALUES (372, NULL, 'Aurora Afifah', 'UNIVERSITAS PAPUA BARAT', 'Naomie.Sihombing11@yahoo.co.id', '4259409049734732')
