INSERT INTO anggota (ag_id, ag_nama, ag_institusiasal, ag_email, ag_password) VALUES (1, 'Novita Wastuti', 'UNIVERSITAS MALUKU', 'Blaise.Widodo@gmail.com', 'FCILnxowDSvIx7d')
INSERT INTO anggota (ag_id, ag_nama, ag_institusiasal, ag_email, ag_password) VALUES (253, 'Dagel Hardiansyah', 'UNIVERSITAS KEPULAUAN RIAU', 'Queenie60@gmail.co.id', 'iE3cGI8lWMdLBRs')
INSERT INTO anggota (ag_id, ag_nama, ag_institusiasal, ag_email, ag_password) VALUES (254, 'Kadir Budiyanto S.I.Kom', 'UNIVERSITAS ACEH', 'Newton_Simanjuntak41@gmail.com', 'CWoSPNFbBZJ0sg8')
INSERT INTO anggota (ag_id, ag_nama, ag_institusiasal, ag_email, ag_password) VALUES (255, 'Dian Maheswari', 'UNIVERSITAS SUMATERA SELATAN', 'Lincoln26@yahoo.co.id', 'izhNOqaPa22veOT')
INSERT INTO anggota (ag_id, ag_nama, ag_institusiasal, ag_email, ag_password) VALUES (256, 'Ana Widiastuti', 'UNIVERSITAS GORONTALO', 'Marian48@yahoo.co.id', 'DsbK8NYuLOlcBcG')
INSERT INTO anggota (ag_id, ag_nama, ag_institusiasal, ag_email, ag_password) VALUES (257, 'Bahuraksa Ardana', 'UNIVERSITAS ACEH', 'Eldon_Aswandi@yahoo.com', 'safIJyosJrqw5OY')
INSERT INTO anggota (ag_id, ag_nama, ag_institusiasal, ag_email, ag_password) VALUES (258, 'Hendra Gunarto', 'UNIVERSITAS KEPULAUAN RIAU', 'Jess84@gmail.com', 'zv6ZP6HkQL8jKKM')
INSERT INTO anggota (ag_id, ag_nama, ag_institusiasal, ag_email, ag_password) VALUES (259, 'Prasetya Iswahyudi', 'UNIVERSITAS BANGKA BELITUNG', 'Monserrat46@yahoo.co.id', 'NdUi1I14hQRLv7t')
INSERT INTO anggota (ag_id, ag_nama, ag_institusiasal, ag_email, ag_password) VALUES (260, 'Tira Salsabilla', 'UNIVERSITAS KEPULAUAN RIAU', 'Nathan.Airlangga16@yahoo.com', '8Oc3fAkHnVYNZA5')
INSERT INTO anggota (ag_id, ag_nama, ag_institusiasal, ag_email, ag_password) VALUES (261, 'Wira Mandala M.Ak', 'UNIVERSITAS BANTEN', 'Amya_Ardana@gmail.co.id', 'LTk3iEewH2as67G')
INSERT INTO anggota (ag_id, ag_nama, ag_institusiasal, ag_email, ag_password) VALUES (262, 'Ika Saraswati', 'UNIVERSITAS PAPUA', 'Giovani.Sabian@gmail.com', 'fJejaioldIo59iV')
INSERT INTO anggota (ag_id, ag_nama, ag_institusiasal, ag_email, ag_password) VALUES (263, 'Padmi Haryanti', 'UNIVERSITAS KALIMANTAN SELATAN', 'Maria_Salma@gmail.com', 'YapOGqGKsWDKbqv')
INSERT INTO anggota (ag_id, ag_nama, ag_institusiasal, ag_email, ag_password) VALUES (264, 'Tirtayasa Lazuardi', 'UNIVERSITAS NUSA TENGGARA BARAT', 'Eliezer_Saputri@yahoo.com', '55ZLIFEVDR4ptMz')
INSERT INTO anggota (ag_id, ag_nama, ag_institusiasal, ag_email, ag_password) VALUES (265, 'Aurora Yuniar M.Pd', 'UNIVERSITAS LAMPUNG', 'Delbert51@gmail.com', 'AVuDepYtHZSyT8w')
INSERT INTO anggota (ag_id, ag_nama, ag_institusiasal, ag_email, ag_password) VALUES (266, 'Warsita Napitupulu', 'UNIVERSITAS DKI JAKARTA', 'Margie.Purnama21@gmail.com', 'CbJBHNnaxD_TokE')
INSERT INTO anggota (ag_id, ag_nama, ag_institusiasal, ag_email, ag_password) VALUES (267, 'Zelda Utami', 'UNIVERSITAS ACEH', 'Alda83@yahoo.com', 'AKH7voh35XCRdrx')
INSERT INTO anggota (ag_id, ag_nama, ag_institusiasal, ag_email, ag_password) VALUES (268, 'Mursita Iswahyudi', 'UNIVERSITAS NUSA TENGGARA BARAT', 'Craig.Fathina@yahoo.com', 'jo7YAWt0RWTRAjF')
INSERT INTO anggota (ag_id, ag_nama, ag_institusiasal, ag_email, ag_password) VALUES (269, 'Ani Kahyang', 'UNIVERSITAS SULAWESI TENGAH', 'Alejandrin_Ananda@yahoo.com', 'BkzmmIW1ux7m5CB')
INSERT INTO anggota (ag_id, ag_nama, ag_institusiasal, ag_email, ag_password) VALUES (270, 'Icha Fathina', 'UNIVERSITAS NUSA TENGGARA BARAT', 'Berta.Usada25@yahoo.co.id', 'es_ADnd6Mm085aK')
INSERT INTO anggota (ag_id, ag_nama, ag_institusiasal, ag_email, ag_password) VALUES (271, 'Yuni Puspita M.Farm', 'UNIVERSITAS PAPUA BARAT', 'Camila50@gmail.co.id', 'uUc3YYA2ZQVRm_J')
INSERT INTO anggota (ag_id, ag_nama, ag_institusiasal, ag_email, ag_password) VALUES (272, 'Aulia Andriani', 'UNIVERSITAS MALUKU', 'Lance_Hutapea57@gmail.co.id', 'fvhvAEW02SeRHhf')
INSERT INTO anggota (ag_id, ag_nama, ag_institusiasal, ag_email, ag_password) VALUES (273, 'Rudi Mangunsong', 'UNIVERSITAS DKI JAKARTA', 'Terrence.Melinda@gmail.co.id', 'AOU3ozARasZGx8c')
INSERT INTO anggota (ag_id, ag_nama, ag_institusiasal, ag_email, ag_password) VALUES (274, 'Ani Jelita', 'UNIVERSITAS MALUKU', 'Angus97@gmail.com', 'rYQyI1cJkELRXrw')
INSERT INTO anggota (ag_id, ag_nama, ag_institusiasal, ag_email, ag_password) VALUES (275, 'Sabrina Prastuti', 'UNIVERSITAS SULAWESI BARAT', 'Assunta.Nababan32@yahoo.co.id', 'iFap1zNv5Uhl3fR')
INSERT INTO anggota (ag_id, ag_nama, ag_institusiasal, ag_email, ag_password) VALUES (276, 'Zaenab Aryani', 'UNIVERSITAS JAWA TIMUR', 'Mohammad37@yahoo.co.id', 'hpDyuBzsZrNapFC')
INSERT INTO anggota (ag_id, ag_nama, ag_institusiasal, ag_email, ag_password) VALUES (277, 'Dodo Prayoga S.Ked', 'UNIVERSITAS SULAWESI SELATAN', 'Estel_Wulandari15@yahoo.co.id', '6WS0OmoxiwDTGoN')
INSERT INTO anggota (ag_id, ag_nama, ag_institusiasal, ag_email, ag_password) VALUES (278, 'Rosa Aurelia', 'UNIVERSITAS NUSA TENGGARA BARAT', 'Delpha_Purnama@yahoo.co.id', 'BSstPVgyowgW92d')
INSERT INTO anggota (ag_id, ag_nama, ag_institusiasal, ag_email, ag_password) VALUES (279, 'Purwadi Irfandi', 'UNIVERSITAS KALIMANTAN TIMUR', 'Remington_Abimanyu@yahoo.com', 'vvisBEcemFBpuJs')
INSERT INTO anggota (ag_id, ag_nama, ag_institusiasal, ag_email, ag_password) VALUES (280, 'Candra Nashiruddin', 'UNIVERSITAS SULAWESI TENGGARA', 'Kelli_Hardiansyah@gmail.com', '1aa8PzEoGyy62dG')
INSERT INTO anggota (ag_id, ag_nama, ag_institusiasal, ag_email, ag_password) VALUES (281, 'Kawaya Bagaskara', 'UNIVERSITAS SULAWESI TENGAH', 'Perry51@gmail.com', 'bxhZRyzCUXumd8W')
INSERT INTO anggota (ag_id, ag_nama, ag_institusiasal, ag_email, ag_password) VALUES (282, 'Karna Adriansyah', 'UNIVERSITAS KALIMANTAN TIMUR', 'Clarabelle_Yolanda@gmail.co.id', 'RnKzqPpead0UTy_')
INSERT INTO anggota (ag_id, ag_nama, ag_institusiasal, ag_email, ag_password) VALUES (283, 'Harto Irfandi', 'UNIVERSITAS JAWA BARAT', 'Vincent70@yahoo.com', 'Xr5yGL3rbR3doQS')
INSERT INTO anggota (ag_id, ag_nama, ag_institusiasal, ag_email, ag_password) VALUES (284, 'Adikara Latupono', 'UNIVERSITAS KALIMANTAN SELATAN', 'Rashad48@yahoo.com', 'lv_N0MK4eKBhYSd')
INSERT INTO anggota (ag_id, ag_nama, ag_institusiasal, ag_email, ag_password) VALUES (285, 'Bakidin Widodo', 'UNIVERSITAS KALIMANTAN TIMUR', 'Marcos.Satria@gmail.co.id', 'EW0lnNPsC8s2Psf')
INSERT INTO anggota (ag_id, ag_nama, ag_institusiasal, ag_email, ag_password) VALUES (286, 'Nova Purwanti', 'UNIVERSITAS SULAWESI UTARA', 'Dahlia_Laksmiwati64@yahoo.com', '3UXPPK4NRlZRwvf')
INSERT INTO anggota (ag_id, ag_nama, ag_institusiasal, ag_email, ag_password) VALUES (287, 'Abyasa Irawan', 'UNIVERSITAS ACEH', 'Donnie_Rajata@gmail.com', 'wzQLllpNR9sLCFp')
INSERT INTO anggota (ag_id, ag_nama, ag_institusiasal, ag_email, ag_password) VALUES (288, 'Prabu Pranowo', 'UNIVERSITAS JAWA TENGAH', 'Christiana_Setiawan80@yahoo.com', '_SU2NgzY_j4p_KG')
INSERT INTO anggota (ag_id, ag_nama, ag_institusiasal, ag_email, ag_password) VALUES (289, 'Wahyu Kurniawan', 'UNIVERSITAS SULAWESI TENGGARA', 'Georgiana.Nasyidah1@yahoo.com', 'kPB0R7bS2uLfvC1')
INSERT INTO anggota (ag_id, ag_nama, ag_institusiasal, ag_email, ag_password) VALUES (290, 'Jumari Ardana S.I.Kom', 'UNIVERSITAS JAWA BARAT', 'Eriberto.Utama92@gmail.com', '3ZxD9dw178063gK')
INSERT INTO anggota (ag_id, ag_nama, ag_institusiasal, ag_email, ag_password) VALUES (291, 'Ulva Yuliarti M.TI.', 'UNIVERSITAS LAMPUNG', 'Jace62@gmail.com', 'gnno4li7SbrXzZk')
INSERT INTO anggota (ag_id, ag_nama, ag_institusiasal, ag_email, ag_password) VALUES (292, 'Eluh Airlangga', 'UNIVERSITAS ACEH', 'Favian_Purnama@yahoo.co.id', 'YzH6ODDr4sksNbE')
INSERT INTO anggota (ag_id, ag_nama, ag_institusiasal, ag_email, ag_password) VALUES (293, 'Wardi Arifin', 'UNIVERSITAS SUMATERA SELATAN', 'Ezequiel58@gmail.co.id', '17ROAWOoeE5iaQm')
INSERT INTO anggota (ag_id, ag_nama, ag_institusiasal, ag_email, ag_password) VALUES (294, 'Estiono Nugroho', 'UNIVERSITAS SULAWESI SELATAN', 'Anthony.Mulyani@yahoo.co.id', 'HMyXrJVnaGJ0kAb')
INSERT INTO anggota (ag_id, ag_nama, ag_institusiasal, ag_email, ag_password) VALUES (295, 'Heryanto Sihombing', 'UNIVERSITAS KALIMANTAN TIMUR', 'Dorris_Dirgantara37@gmail.co.id', 'ZblZpIiiHhAQYsy')
INSERT INTO anggota (ag_id, ag_nama, ag_institusiasal, ag_email, ag_password) VALUES (296, 'Dinda Yuliarti', 'UNIVERSITAS BANTEN', 'Bart76@gmail.com', '3McsCryqXWg49Mc')
INSERT INTO anggota (ag_id, ag_nama, ag_institusiasal, ag_email, ag_password) VALUES (297, 'Usman Supriyanto S.Pt', 'UNIVERSITAS RIAU', 'Joany_Hartati28@yahoo.com', 'Ns3AYgagjCHLqXI')
INSERT INTO anggota (ag_id, ag_nama, ag_institusiasal, ag_email, ag_password) VALUES (298, 'Atmaja Prasetyo', 'UNIVERSITAS BALI', 'Daisha.Sihombing25@gmail.co.id', 'SmkACpnvXGWFkA1')
INSERT INTO anggota (ag_id, ag_nama, ag_institusiasal, ag_email, ag_password) VALUES (299, 'Dirja Syahreza', 'UNIVERSITAS DI YOGYAKARTA', 'Stephanie_Narpati21@gmail.co.id', '_n9obUChhYS94kB')
INSERT INTO anggota (ag_id, ag_nama, ag_institusiasal, ag_email, ag_password) VALUES (300, 'Cici Usada', 'UNIVERSITAS SUMATERA BARAT', 'Norberto_Wastuti80@yahoo.co.id', 'k1khb4eK80K9xtO')
INSERT INTO anggota (ag_id, ag_nama, ag_institusiasal, ag_email, ag_password) VALUES (301, 'Cindy Lailasari', 'UNIVERSITAS BANTEN', 'Ramon91@yahoo.co.id', '21cU2pkjW8I0Ouy')
INSERT INTO anggota (ag_id, ag_nama, ag_institusiasal, ag_email, ag_password) VALUES (302, 'Intan Hariyah', 'UNIVERSITAS BENGKULU', 'Milan.Mayasari12@gmail.co.id', 'RWvV4rx3_VMD4So')
INSERT INTO anggota (ag_id, ag_nama, ag_institusiasal, ag_email, ag_password) VALUES (303, 'Baktiadi Maryadi', 'UNIVERSITAS JAWA BARAT', 'Leora69@yahoo.co.id', 'dQ5eedxm6gNkkV8')
INSERT INTO anggota (ag_id, ag_nama, ag_institusiasal, ag_email, ag_password) VALUES (304, 'Vera Winarsih', 'UNIVERSITAS SULAWESI BARAT', 'Leola24@yahoo.com', 'krZebgdMjSIUoZd')
INSERT INTO anggota (ag_id, ag_nama, ag_institusiasal, ag_email, ag_password) VALUES (305, 'Icha Rahimah', 'UNIVERSITAS PAPUA', 'Jadyn65@yahoo.co.id', 'tUyeLzAQTY_tEUW')
INSERT INTO anggota (ag_id, ag_nama, ag_institusiasal, ag_email, ag_password) VALUES (306, 'Salsabila Astuti', 'UNIVERSITAS NUSA TENGGARA BARAT', 'Margaretta.Ardana65@yahoo.com', 'RifQL56vr4NHbk_')
INSERT INTO anggota (ag_id, ag_nama, ag_institusiasal, ag_email, ag_password) VALUES (308, 'Labuh Haikal', 'UNIVERSITAS BALI', 'Amber.Pudjiastuti19@gmail.co.id', 'p3_CJF30emZoHDr')
INSERT INTO anggota (ag_id, ag_nama, ag_institusiasal, ag_email, ag_password) VALUES (307, 'Prayoga Prayoga', 'UNIVERSITAS BALI', 'Ashley73@yahoo.co.id', 'RnfjkTeJxSQyGkC')
INSERT INTO anggota (ag_id, ag_nama, ag_institusiasal, ag_email, ag_password) VALUES (309, 'Garda Budiman', 'UNIVERSITAS SULAWESI BARAT', 'Caleb.Oktaviani72@yahoo.com', 'Isa_5gWlhUYl7Aw')
INSERT INTO anggota (ag_id, ag_nama, ag_institusiasal, ag_email, ag_password) VALUES (310, 'Rahmi Safitri', 'UNIVERSITAS NUSA TENGGARA TIMUR', 'Freda35@yahoo.com', '973vPBS36jrsbPA')
INSERT INTO anggota (ag_id, ag_nama, ag_institusiasal, ag_email, ag_password) VALUES (311, 'Adinata Mustofa', 'UNIVERSITAS JAWA BARAT', 'Jacynthe.Ananda38@yahoo.co.id', 'BPQBiEJwzLLqROE')
INSERT INTO anggota (ag_id, ag_nama, ag_institusiasal, ag_email, ag_password) VALUES (312, 'Suci Yuliarti', 'UNIVERSITAS NUSA TENGGARA BARAT', 'Keely29@yahoo.co.id', 'HdguxsBC7OcmieC')
INSERT INTO anggota (ag_id, ag_nama, ag_institusiasal, ag_email, ag_password) VALUES (313, 'Maimunah Mahestri', 'UNIVERSITAS NUSA TENGGARA TIMUR', 'Tressa_Safitri@yahoo.com', 'WTHsmjECTrQt0gz')
INSERT INTO anggota (ag_id, ag_nama, ag_institusiasal, ag_email, ag_password) VALUES (314, 'Asmadi Satria S.IP', 'UNIVERSITAS PAPUA', 'Karine69@yahoo.co.id', 'LmdL63JTgyVUPOO')
INSERT INTO anggota (ag_id, ag_nama, ag_institusiasal, ag_email, ag_password) VALUES (315, 'Jayadi Tarihoran', 'UNIVERSITAS KALIMANTAN UTARA', 'Bria.Situmorang63@yahoo.co.id', 'AEi6kf4VkRGzy56')
INSERT INTO anggota (ag_id, ag_nama, ag_institusiasal, ag_email, ag_password) VALUES (316, 'Kayun Wicaksono M.Farm', 'UNIVERSITAS PAPUA BARAT', 'Roselyn_Lazuardi94@gmail.co.id', '_ZtXxZaZ_ckpAzF')
INSERT INTO anggota (ag_id, ag_nama, ag_institusiasal, ag_email, ag_password) VALUES (317, 'Suci Rahmawati S.Kom', 'UNIVERSITAS SULAWESI TENGGARA', 'Derek_Sitorus96@yahoo.com', 'ROT0L4J9VpTGBJn')
INSERT INTO anggota (ag_id, ag_nama, ag_institusiasal, ag_email, ag_password) VALUES (318, 'Lidya Maharani', 'UNIVERSITAS KALIMANTAN TENGAH', 'Vladimir_Nainggolan@yahoo.co.id', '6khHiPKo5ffdojt')
INSERT INTO anggota (ag_id, ag_nama, ag_institusiasal, ag_email, ag_password) VALUES (319, 'Indah Hariyah', 'UNIVERSITAS KALIMANTAN SELATAN', 'Leonardo.Juwita@yahoo.com', 'vQhhmZXiOBW8ach')
INSERT INTO anggota (ag_id, ag_nama, ag_institusiasal, ag_email, ag_password) VALUES (320, 'Jelita Hasanah', 'UNIVERSITAS SULAWESI TENGGARA', 'Tabitha.Yuliarti49@gmail.com', 'A7fJF31hJCqSEDh')
INSERT INTO anggota (ag_id, ag_nama, ag_institusiasal, ag_email, ag_password) VALUES (321, 'Jamalia Andini', 'UNIVERSITAS BANGKA BELITUNG', 'Derek37@yahoo.com', 'o_0Z8NPkiTqbgR7')
INSERT INTO anggota (ag_id, ag_nama, ag_institusiasal, ag_email, ag_password) VALUES (322, 'Panji Damanik', 'UNIVERSITAS BANGKA BELITUNG', 'Rupert.Anandya8@gmail.com', 'EfcOv9i0h8D1Q_3')
INSERT INTO anggota (ag_id, ag_nama, ag_institusiasal, ag_email, ag_password) VALUES (323, 'Prayoga Hidayat', 'UNIVERSITAS PAPUA BARAT', 'Molly26@gmail.co.id', 'D6D6IGbnw1dQWPJ')
INSERT INTO anggota (ag_id, ag_nama, ag_institusiasal, ag_email, ag_password) VALUES (324, 'Zamira Pratiwi', 'UNIVERSITAS KALIMANTAN TENGAH', 'Hoyt_Saptono@gmail.co.id', 'uJSshGmq6Kn8e_6')
INSERT INTO anggota (ag_id, ag_nama, ag_institusiasal, ag_email, ag_password) VALUES (325, 'Kusuma Faresta', 'UNIVERSITAS NUSA TENGGARA TIMUR', 'Jacinto.Widiastuti27@gmail.co.id', 'ZinGh9X7wl6dXnV')
INSERT INTO anggota (ag_id, ag_nama, ag_institusiasal, ag_email, ag_password) VALUES (326, 'Emong Syahreza', 'UNIVERSITAS SULAWESI UTARA', 'Lizzie_Prabowo@yahoo.co.id', '390JslQzU8shYr0')
INSERT INTO anggota (ag_id, ag_nama, ag_institusiasal, ag_email, ag_password) VALUES (327, 'Salwa Lailasari', 'UNIVERSITAS NUSA TENGGARA TIMUR', 'Berry78@gmail.co.id', 'xszW6YBnGVimcoP')
INSERT INTO anggota (ag_id, ag_nama, ag_institusiasal, ag_email, ag_password) VALUES (328, 'Jasmani Prabowo', 'UNIVERSITAS JAWA BARAT', 'Hailey_Yudhistira94@yahoo.co.id', 'DV67igBRz4EKYnh')
INSERT INTO anggota (ag_id, ag_nama, ag_institusiasal, ag_email, ag_password) VALUES (329, 'Imam Purnawarman S.IP', 'UNIVERSITAS BENGKULU', 'Glenna.Airlangga@gmail.com', 'GM055N6FBAAdqVM')
INSERT INTO anggota (ag_id, ag_nama, ag_institusiasal, ag_email, ag_password) VALUES (330, 'Hasim Halim', 'UNIVERSITAS PAPUA BARAT', 'Reuben67@yahoo.com', 'RNZRCumiPeilq59')
INSERT INTO anggota (ag_id, ag_nama, ag_institusiasal, ag_email, ag_password) VALUES (331, 'Jane Padmasari S.Pt', 'UNIVERSITAS SULAWESI BARAT', 'Name.Rajata12@gmail.com', 'd3zlznDkS3Ia4pX')
INSERT INTO anggota (ag_id, ag_nama, ag_institusiasal, ag_email, ag_password) VALUES (332, 'Ulva Utami', 'UNIVERSITAS SULAWESI TENGGARA', 'Elwyn.Utami9@yahoo.co.id', 'UI5xMTDO13WBA7k')
INSERT INTO anggota (ag_id, ag_nama, ag_institusiasal, ag_email, ag_password) VALUES (333, 'Danang Nugroho M.Kom.', 'UNIVERSITAS MALUKU UTARA', 'Ella_Harini@gmail.com', 'PBhj7Z2V10lA8C2')
INSERT INTO anggota (ag_id, ag_nama, ag_institusiasal, ag_email, ag_password) VALUES (334, 'Jail Perdana', 'UNIVERSITAS KALIMANTAN UTARA', 'Adonis_Damanik46@yahoo.co.id', 'AZX4xQmzSMcieEd')
INSERT INTO anggota (ag_id, ag_nama, ag_institusiasal, ag_email, ag_password) VALUES (335, 'Artawan Agustian', 'UNIVERSITAS DKI JAKARTA', 'Ryleigh_Febian73@gmail.com', 'ldkukgAQuPXZb1M')
INSERT INTO anggota (ag_id, ag_nama, ag_institusiasal, ag_email, ag_password) VALUES (336, 'Waluyo Marpaung', 'UNIVERSITAS KALIMANTAN TIMUR', 'Clementine.Haikal@gmail.co.id', 'QPNP8XFbFTnooGK')
INSERT INTO anggota (ag_id, ag_nama, ag_institusiasal, ag_email, ag_password) VALUES (337, 'Legawa Yanuar', 'UNIVERSITAS BENGKULU', 'Ilene_Oktovian39@yahoo.com', '4NwQ8cYujSLWMBy')
INSERT INTO anggota (ag_id, ag_nama, ag_institusiasal, ag_email, ag_password) VALUES (338, 'Rahmat Siregar', 'UNIVERSITAS JAWA TIMUR', 'Catherine.Afifah@yahoo.co.id', 'pUGJEgCepaqvSpG')
INSERT INTO anggota (ag_id, ag_nama, ag_institusiasal, ag_email, ag_password) VALUES (339, 'Hari Nainggolan S.Psi', 'UNIVERSITAS JAMBI', 'Alexander.Purwadi@yahoo.co.id', 'dNsdqL3TwE8Pl8m')
INSERT INTO anggota (ag_id, ag_nama, ag_institusiasal, ag_email, ag_password) VALUES (340, 'Prabowo Sabian', 'UNIVERSITAS RIAU', 'Charlene11@yahoo.com', '99n186Gj_TpWl_m')
INSERT INTO anggota (ag_id, ag_nama, ag_institusiasal, ag_email, ag_password) VALUES (179, 'Gatot Pangestu', 'UNIVERSITAS MALUKU UTARA', 'Tiffany80@gmail.com', 'on94i7ssqJC11RC')
INSERT INTO anggota (ag_id, ag_nama, ag_institusiasal, ag_email, ag_password) VALUES (342, 'Samiah Novitasari', 'UNIVERSITAS KEPULAUAN RIAU', 'Grayson98@gmail.co.id', 'PLEYz_Qwpz22vCh')
INSERT INTO anggota (ag_id, ag_nama, ag_institusiasal, ag_email, ag_password) VALUES (249, 'Ganjaran Prasetyo S.I.Kom', 'UNIVERSITAS RIAU', 'Sarah.Farida@gmail.co.id', 'ZP288Ke0WelMon8')
INSERT INTO anggota (ag_id, ag_nama, ag_institusiasal, ag_email, ag_password) VALUES (343, 'Emong Irawan S.E.', 'UNIVERSITAS GORONTALO', 'Juvenal_Fernanda18@gmail.co.id', 'TDTsLSXMwfLEtP4')
INSERT INTO anggota (ag_id, ag_nama, ag_institusiasal, ag_email, ag_password) VALUES (344, 'Gara Natsir', 'UNIVERSITAS GORONTALO', 'Skyla49@gmail.co.id', 'ckYNwZI6D4_nH8o')
INSERT INTO anggota (ag_id, ag_nama, ag_institusiasal, ag_email, ag_password) VALUES (345, 'Purwa Alamsyah', 'UNIVERSITAS GORONTALO', 'Meda_Pradipta57@gmail.co.id', 'MME6lXCtC8LMOBb')
INSERT INTO anggota (ag_id, ag_nama, ag_institusiasal, ag_email, ag_password) VALUES (346, 'Opan Hidayanto', 'UNIVERSITAS JAMBI', 'Sylvia_Purwanti74@gmail.com', 'PcNvYvOfQx271QN')
INSERT INTO anggota (ag_id, ag_nama, ag_institusiasal, ag_email, ag_password) VALUES (347, 'Yunita Winarsih', 'UNIVERSITAS MALUKU UTARA', 'Bridie10@yahoo.com', 'yvPAGNeOKI9DO_c')
INSERT INTO anggota (ag_id, ag_nama, ag_institusiasal, ag_email, ag_password) VALUES (348, 'Raihan Zulkarnain', 'UNIVERSITAS SUMATERA BARAT', 'Adriel.Nathania60@yahoo.com', 'cp50ygmAtgLEzGE')
INSERT INTO anggota (ag_id, ag_nama, ag_institusiasal, ag_email, ag_password) VALUES (350, 'Unjani Yolanda', 'UNIVERSITAS KALIMANTAN BARAT', 'Barbara_Andriani69@yahoo.com', 'kju9Tn1l_dKYrwX')
INSERT INTO anggota (ag_id, ag_nama, ag_institusiasal, ag_email, ag_password) VALUES (351, 'Latika Farida', 'UNIVERSITAS KEPULAUAN RIAU', 'Christopher_Salsabilla@gmail.com', 'WzIusaYsm67qtSZ')
INSERT INTO anggota (ag_id, ag_nama, ag_institusiasal, ag_email, ag_password) VALUES (353, 'Jayadi Alamsyah S.Gz', 'UNIVERSITAS JAWA TIMUR', 'Tyree.Sirait@yahoo.co.id', 'Xek5DOqbdoKa2js')
INSERT INTO anggota (ag_id, ag_nama, ag_institusiasal, ag_email, ag_password) VALUES (352, 'Lamar Irawan', 'UNIVERSITAS PAPUA', 'Giovani_Oktavian@gmail.com', '3V4vlpQj84TpL0a')
INSERT INTO anggota (ag_id, ag_nama, ag_institusiasal, ag_email, ag_password) VALUES (354, 'Usman Nanda', 'UNIVERSITAS LAMPUNG', 'Marietta84@yahoo.com', 'fBaBFkVA6_TJKGB')
INSERT INTO anggota (ag_id, ag_nama, ag_institusiasal, ag_email, ag_password) VALUES (355, 'Nasab Haryanto S.H.', 'UNIVERSITAS MALUKU', 'Kaden_Haryanti90@gmail.com', 'vakiCc6kjfNsSQd')
INSERT INTO anggota (ag_id, ag_nama, ag_institusiasal, ag_email, ag_password) VALUES (349, 'Victoria Puspasari', 'UNIVERSITAS NUSA TENGGARA TIMUR', 'Sheridan_Purwadi96@yahoo.co.id', 'VpnrMOlB0ERPCCa')
INSERT INTO anggota (ag_id, ag_nama, ag_institusiasal, ag_email, ag_password) VALUES (357, 'Siti Lestari', 'UNIVERSITAS JAWA TENGAH', 'Cierra72@yahoo.com', 'RAPiUJVdXRQvRwj')
INSERT INTO anggota (ag_id, ag_nama, ag_institusiasal, ag_email, ag_password) VALUES (358, 'Nilam Hariyah', 'UNIVERSITAS MALUKU', 'Marjorie_Januar@gmail.com', 'hyu8JOrR_ywgHxC')
INSERT INTO anggota (ag_id, ag_nama, ag_institusiasal, ag_email, ag_password) VALUES (359, 'Ida Azizah', 'UNIVERSITAS GORONTALO', 'Bulah_Pertiwi@yahoo.com', 'fiWJ9kgsbIOTXXh')
INSERT INTO anggota (ag_id, ag_nama, ag_institusiasal, ag_email, ag_password) VALUES (360, 'Virman Simanjuntak', 'UNIVERSITAS NUSA TENGGARA TIMUR', 'Nicolas_Suwarno@gmail.co.id', 'WZmtUfK8IXuV5aR')
INSERT INTO anggota (ag_id, ag_nama, ag_institusiasal, ag_email, ag_password) VALUES (361, 'Sakura Purnawati', 'UNIVERSITAS JAWA TIMUR', 'Maurice.Firmansyah92@yahoo.co.id', 'vdBcKEE9fz0U4nA')
INSERT INTO anggota (ag_id, ag_nama, ag_institusiasal, ag_email, ag_password) VALUES (362, 'Tania Hastuti', 'UNIVERSITAS MALUKU', 'Thad.Elvina@gmail.com', 'POb3UG7pUPMgxDA')
INSERT INTO anggota (ag_id, ag_nama, ag_institusiasal, ag_email, ag_password) VALUES (363, 'Umar Maulana S.IP', 'UNIVERSITAS BALI', 'Emilia_Sinaga57@gmail.com', 'p_4RRb5ijoUND2l')
INSERT INTO anggota (ag_id, ag_nama, ag_institusiasal, ag_email, ag_password) VALUES (364, 'Paiman Darmawan', 'UNIVERSITAS KALIMANTAN SELATAN', 'Watson_Melani52@yahoo.co.id', 'aV92i2Dvjww17Dd')
INSERT INTO anggota (ag_id, ag_nama, ag_institusiasal, ag_email, ag_password) VALUES (365, 'Nabila Pudjiastuti', 'UNIVERSITAS NUSA TENGGARA BARAT', 'Dayton57@yahoo.com', 'PD8eWe2J7R_CK8s')
INSERT INTO anggota (ag_id, ag_nama, ag_institusiasal, ag_email, ag_password) VALUES (366, 'Almira Melani S.Sos', 'UNIVERSITAS JAWA TENGAH', 'Ernest.Mardhiyah@yahoo.co.id', 'u3AgmcfFb1_tYPj')
INSERT INTO anggota (ag_id, ag_nama, ag_institusiasal, ag_email, ag_password) VALUES (367, 'Cindy Anandya S.Sos', 'UNIVERSITAS KALIMANTAN TENGAH', 'Arnaldo40@yahoo.co.id', 'HBYpSr9EKXI9r24')
INSERT INTO anggota (ag_id, ag_nama, ag_institusiasal, ag_email, ag_password) VALUES (368, 'Uchita Farida', 'UNIVERSITAS PAPUA BARAT', 'Madison16@yahoo.com', 'NwHoR8BMATBsVnj')
